mine_id,month,year,planned_production_tpd,actual_production_tpd,rainfall_mm,equipment_availability_pct,blasting_days,haul_road_condition,crusher_capacity_tpd,num_dumpers,num_shovels,shortfall_risk,lag_1,lag_2,lag_3
Mine_A_Dongri_Buzurg,1,2016,1288.4778467142824,1142.0582946805177,41.277954689628885,0.8779487526079018,19,4,1516.8723016250108,8,3,High,1142.0582946805177,1142.0582946805177,1142.0582946805177
Mine_A_Dongri_Buzurg,2,2016,808.2745928904228,945.9242814327197,31.35451802186785,0.9965325440999856,24,4,959.6783377197739,7,4,Low,1142.0582946805177,1142.0582946805177,1142.0582946805177
Mine_A_Dongri_Buzurg,3,2016,589.3580044105928,366.5274962839228,41.062572784564594,0.8608469465633521,19,3,750.2587593790792,5,4,High,945.9242814327197,1142.0582946805177,1142.0582946805177
Mine_A_Dongri_Buzurg,4,2016,1318.5449737612566,1083.0522979168563,47.45886907889286,0.9594626025598504,23,3,1598.4183944841795,7,3,High,366.5274962839228,945.9242814327197,1142.0582946805177
Mine_A_Dongri_Buzurg,5,2016,1131.9610379319595,705.1865433565215,31.54387974997066,0.9181701608502552,19,5,1371.3301033064308,5,2,High,1083.0522979168563,366.5274962839228,945.9242814327197
Mine_A_Dongri_Buzurg,6,2016,537.2747211515644,161.18241634546933,320.5181788608932,0.6789687952682076,11,1,639.6293387960479,6,4,High,705.1865433565215,1083.0522979168563,366.5274962839228
Mine_A_Dongri_Buzurg,7,2016,1381.4398074086148,414.43194222258444,456.9780046043976,0.6887649588582644,8,1,1607.9553543688407,8,2,High,161.18241634546933,705.1865433565215,1083.0522979168563
Mine_A_Dongri_Buzurg,8,2016,1167.9279200461428,350.37837601384285,406.5837147454605,0.7548672246141275,12,2,1488.7519598305191,7,2,High,414.43194222258444,161.18241634546933,705.1865433565215
Mine_A_Dongri_Buzurg,9,2016,501.127977765764,150.3383933297292,207.79319123985945,0.7948828222086262,6,1,593.5406202623169,7,2,High,350.37837601384285,414.43194222258444,161.18241634546933
Mine_A_Dongri_Buzurg,10,2016,1047.4291366508605,775.8755788993475,17.41918714927253,0.839999974170424,23,5,1350.442612147424,6,2,High,150.3383933297292,350.37837601384285,414.43194222258444
Mine_A_Dongri_Buzurg,11,2016,1177.8789303816661,1472.3486629770828,11.855883306451076,0.9816386305855613,23,5,1478.478979783835,8,4,Low,775.8755788993475,150.3383933297292,350.37837601384285
Mine_A_Dongri_Buzurg,12,2016,1171.964648175644,793.8876777267327,27.35230092126771,0.8023822748350335,21,4,1415.1089712019377,6,3,High,1472.3486629770828,775.8755788993475,150.3383933297292
Mine_A_Dongri_Buzurg,1,2017,697.8860746335503,612.3745438995038,33.89222487612231,0.8566359443638063,15,5,811.2077722885758,7,4,High,793.8876777267327,1472.3486629770828,775.8755788993475
Mine_A_Dongri_Buzurg,2,2017,975.7750076481639,810.9856120863457,17.05662889991838,0.9566010935812395,25,5,1251.099641019238,6,2,High,612.3745438995038,793.8876777267327,1472.3486629770828
Mine_A_Dongri_Buzurg,3,2017,583.5520956094258,309.9281136259964,6.005969157655028,0.9858029880543201,20,3,651.3091367523814,5,2,High,810.9856120863457,612.3745438995038,793.8876777267327
Mine_A_Dongri_Buzurg,4,2017,919.9305258085008,462.5816180724637,45.33149843064713,0.8829643483650655,22,3,1185.1731827950966,5,2,High,309.9281136259964,810.9856120863457,612.3745438995038
Mine_A_Dongri_Buzurg,5,2017,1197.5107633586895,745.6167104806414,2.6109693330775565,0.8315704078993479,16,4,1449.288236874084,5,4,High,462.5816180724637,309.9281136259964,810.9856120863457
Mine_A_Dongri_Buzurg,6,2017,561.6401382820252,168.49204148460754,278.64483957309733,0.7734315517078647,11,1,642.336188096249,5,3,High,745.6167104806414,462.5816180724637,309.9281136259964
Mine_A_Dongri_Buzurg,7,2017,886.0986253371336,265.8295876011401,402.33914247741336,0.691265086395273,8,1,1111.9375333797836,5,2,High,168.49204148460754,745.6167104806414,462.5816180724637
Mine_A_Dongri_Buzurg,8,2017,723.2196962546618,216.96590887639854,278.38686109837045,0.7413476344667782,14,1,811.1495581432192,5,4,High,265.8295876011401,168.49204148460754,745.6167104806414
Mine_A_Dongri_Buzurg,9,2017,749.9475952050318,224.98427856150954,282.3681229898462,0.6169666382680328,8,2,936.649865831778,6,4,High,216.96590887639854,265.8295876011401,168.49204148460754
Mine_A_Dongri_Buzurg,10,2017,726.6412981339414,525.0171772096446,39.48390999221809,0.8063715523416807,21,3,912.0284879095962,7,3,High,224.98427856150954,216.96590887639854,265.8295876011401
Mine_A_Dongri_Buzurg,11,2017,1343.2542663038435,880.6323813577314,23.80001431795109,0.8300708800160614,15,5,1542.169305275486,6,3,High,525.0171772096446,224.98427856150954,216.96590887639854
Mine_A_Dongri_Buzurg,12,2017,958.1021321108549,813.2397187521134,23.75508429185545,0.9621322237070695,16,5,1145.2599896835588,8,2,High,880.6323813577314,525.0171772096446,224.98427856150954
Mine_A_Dongri_Buzurg,1,2018,1008.5316066113023,551.1565916927558,23.616795617948956,0.8901386101018911,22,3,1184.787530161725,5,2,High,813.2397187521134,880.6323813577314,525.0171772096446
Mine_A_Dongri_Buzurg,2,2018,1245.8697034429224,1439.0343797775702,28.862532851570418,0.9495953068284415,24,4,1510.1768849339014,7,4,Low,551.1565916927558,813.2397187521134,880.6323813577314
Mine_A_Dongri_Buzurg,3,2018,722.7686915842257,903.4608644802822,18.82758553826513,0.9789967101491903,24,5,836.0825947863678,7,4,Low,1439.0343797775702,551.1565916927558,813.2397187521134
Mine_A_Dongri_Buzurg,4,2018,1309.7178303500243,795.5279710452572,23.675411566928272,0.9027760067738235,15,4,1685.9826045515306,5,3,High,903.4608644802822,1439.0343797775702,551.1565916927558
Mine_A_Dongri_Buzurg,5,2018,1281.9997524915143,937.3792809724629,22.435160080837967,0.9146446090296614,22,3,1529.7629268648143,5,4,High,795.5279710452572,903.4608644802822,1439.0343797775702
Mine_A_Dongri_Buzurg,6,2018,640.9954444137891,192.29863332413672,363.08413294728234,0.7858300364491144,8,1,742.1083378838708,5,4,High,937.3792809724629,795.5279710452572,903.4608644802822
Mine_A_Dongri_Buzurg,7,2018,721.5100689848177,216.4530206954453,249.98895820614894,0.6351106571244778,7,1,869.8844111358602,8,2,High,192.29863332413672,937.3792809724629,795.5279710452572
Mine_A_Dongri_Buzurg,8,2018,1292.3934802564897,387.7180440769469,376.9333187664917,0.7050436920315316,13,1,1495.685207016113,6,2,High,216.4530206954453,192.29863332413672,937.3792809724629
Mine_A_Dongri_Buzurg,9,2018,809.8028293209395,242.94084879628184,257.79150221144835,0.6591270914677682,13,1,962.9470120368172,7,2,High,387.7180440769469,216.4530206954453,192.29863332413672
Mine_A_Dongri_Buzurg,10,2018,661.0645133042254,588.4435993621054,2.1025043151022773,0.9173785524564685,20,3,815.7078102400501,7,4,High,242.94084879628184,387.7180440769469,216.4530206954453
Mine_A_Dongri_Buzurg,11,2018,985.3226307647758,814.3815990343596,24.647025182663995,0.8293670222838492,15,4,1178.7100264196201,8,4,High,588.4435993621054,242.94084879628184,387.7180440769469
Mine_A_Dongri_Buzurg,12,2018,1468.628781449544,1744.8635278378542,4.051277215422877,0.8890605092418058,22,5,1627.138384772032,8,4,Low,814.3815990343596,588.4435993621054,242.94084879628184
Mine_A_Dongri_Buzurg,1,2019,1133.3148177882042,1003.0765733238776,12.573219027311266,0.9527244927706529,16,3,1375.7078232426363,8,4,High,1744.8635278378542,814.3815990343596,588.4435993621054
Mine_A_Dongri_Buzurg,2,2019,1465.5075526946384,825.9072794942412,17.42886420585357,0.823463201805142,20,4,1646.746045915146,5,2,High,1003.0765733238776,1744.8635278378542,814.3815990343596
Mine_A_Dongri_Buzurg,3,2019,563.1291958856309,282.2901237366567,1.5503411933874445,0.8538814101187857,15,4,704.993745566325,5,2,High,825.9072794942412,1003.0765733238776,1744.8635278378542
Mine_A_Dongri_Buzurg,4,2019,896.9364377524419,736.2032623238144,1.768105534411235,0.8024685896592155,15,5,1050.8212437624468,7,4,High,282.2901237366567,825.9072794942412,1003.0765733238776
Mine_A_Dongri_Buzurg,5,2019,1255.0255908674653,1143.5812661053717,37.95630379328049,0.9106121468011206,16,5,1428.6195106608966,8,3,Medium,736.2032623238144,282.2901237366567,825.9072794942412
Mine_A_Dongri_Buzurg,6,2019,1468.2864831101112,440.48594493303335,399.7331208050546,0.745100436042333,8,2,1694.1477639115428,5,3,High,1143.5812661053717,736.2032623238144,282.2901237366567
Mine_A_Dongri_Buzurg,7,2019,1141.1603887043884,342.3481166113165,385.2122445090702,0.7764275559383096,6,1,1306.1498847748412,6,2,High,440.48594493303335,1143.5812661053717,736.2032623238144
Mine_A_Dongri_Buzurg,8,2019,1461.98252673233,438.594758019699,485.850179978827,0.6404295240911159,7,1,1627.521601269047,6,3,High,342.3481166113165,440.48594493303335,1143.5812661053717
Mine_A_Dongri_Buzurg,9,2019,1028.839051497057,308.6517154491171,211.85934803224382,0.6113946853799654,10,2,1227.1612778581969,5,3,High,438.594758019699,342.3481166113165,440.48594493303335
Mine_A_Dongri_Buzurg,10,2019,507.5634146406074,287.47223404270926,17.73839783325289,0.9327076891600461,25,3,621.8697272810101,5,2,High,308.6517154491171,438.594758019699,342.3481166113165
Mine_A_Dongri_Buzurg,11,2019,902.4183754765112,561.0961277992999,33.970530621556385,0.8546233081726575,15,4,994.4710867606283,8,2,High,287.47223404270926,308.6517154491171,438.594758019699
Mine_A_Dongri_Buzurg,12,2019,1201.0068094032677,1108.2836991409279,7.666789045926004,0.911996483102726,18,4,1528.8016430090315,7,4,Medium,561.0961277992999,287.47223404270926,308.6517154491171
Mine_A_Dongri_Buzurg,1,2020,1047.67535201082,940.813357661222,38.06053430027509,0.8811923357419164,20,3,1190.3780515988137,7,4,High,1108.2836991409279,561.0961277992999,287.47223404270926
